"userid";"contentid";"score"
"user999";127015;2.0
"user999";127015;5.0
"user999";127015;4.5
"user999";130761;3.5
"user999";130761;2.0
"user999";130761;2.0
"user999";130761;4.0
"user999";126501;5.0
"user999";126501;3.0
"user999";129735;3.0
"user999";129735;3.0
"user999";129735;1.0
"user999";129735;3.0
"user999";129735;4.5
"user999";1013394;5.0
"user999";1013394;2.0
"user999";1013394;1.0
"user999";605497;5.0
"user999";605497;4.0
"user1000";1807038;1.0
"user1000";1807038;3.0
"user1000";298109;2.0
"user1000";298109;1.0
"user1000";1313285;4.0
"user1000";1313285;4.0
"user1000";1313285;5.0
"user1000";1313285;3.0
"user1000";1313285;3.0
"user1000";2520894;4.5
"user1000";2520894;5.0
"user1000";126498;2.0
"user1000";126498;1.5
"user1000";126498;4.0
"user1000";126498;4.0
"user1000";130968;3.0
"user1000";130968;1.0
"user1000";2519639;2.0
"user1000";2519639;3.0
"user1000";2519639;4.0
"user1000";1196871;2.0
"user1000";1196871;1.0
"user1000";1196871;5.0
"user1000";1196871;3.0
"user1000";704506;4.0
"user1000";2520899;4.0
"user1000";2520672;1.0
"user1000";2520672;3.0
"user1000";1271220;3.0
"user1000";1271220;5.0
"user1000";1271220;3.0
"user1000";1271220;1.0
"user1000";298341;5.0
"user1000";130499;2.0
"user1000";822384;4.0
"user1000";2034445;5.0
"user1000";2034445;3.0
"user1000";2034445;2.0
"user1000";1987320;5.0
"user1000";132198;5.0
"user1000";132198;3.0
"user1000";132198;2.0
"user1000";132198;2.0
"user1000";987806;4.0
"user1000";987806;1.0
"user1000";2520948;4.0
"user1000";2520948;3.0
"user1000";2520948;3.0
"user1001";1059198;3.0
"user1001";1059198;1.5
"user1001";970460;5.0
"user1001";970460;5.0
"user1001";970460;2.0
"user1001";970460;2.0
"user1001";970460;2.0
"user1001";2521009;4.0
"user1001";986038;4.0
"user1001";986038;1.0
"user1001";986038;2.5
"user1001";753558;4.0
"user1001";753558;5.0
"user1001";250330;4.0
"user1001";250330;1.0
"user1001";129730;3.0
"user1001";129730;1.0
"user1001";129730;4.5
"user1001";129730;3.0
"user1001";1095732;3.0
"user1001";1095732;3.0
"user1001";1095732;5.0
"user1001";1389831;1.0
"user1001";1389831;1.0
"user1001";1389831;4.0
"user1001";1389831;4.0
"user1001";2384776;2.0
"user1001";2384776;3.0
"user1001";2384776;4.0
"user1001";131956;5.0
"user1001";131956;3.0
"user1001";131956;2.0
"user1001";131956;3.0
"user1001";131956;5.0
"user1001";1013079;4.5
"user1001";1013079;3.0
"user1001";1013079;2.0
"user1001";1013079;4.0
"user1001";130586;4.0
"user1001";130586;1.0
"user1001";2420118;3.5
"user1001";2420118;2.0
"user1001";2420118;3.0
"user1001";2420118;3.0
"user1001";2420118;1.0
"user1001";750863;4.0
"user1001";127016;5.0
"user1001";127016;1.0
"user1001";127016;2.0
"user1001";127016;1.0
"user1001";127016;4.0
"user1001";126826;4.0
"user1001";126826;5.0
"user1001";126826;2.0
"user1001";126826;4.0
"user1001";126826;1.5
"user1001";346995;4.5
"user1001";346995;2.0
"user1001";130621;3.5
"user1001";129822;5.0
"user1001";129822;5.0
"user1001";129822;5.0
"user1001";2373333;5.0
"user1001";2373333;3.0
"user1001";761264;4.0
"user1001";761264;4.0
"user1001";761264;1.0
"user1001";761264;5.0
"user1001";761264;3.0
"user1001";2373326;4.0
"user1001";131453;2.0
"user1001";131453;4.0
"user1001";130586;4.0
"user1001";130586;5.0
"user1001";130586;4.0
"user1001";130586;1.0
"user1001";130174;1.0
"user1001";130174;3.0
"user1001";130174;3.0
"user1001";2017158;2.0
"user1001";2017158;2.0
"user1001";1048290;3.0
"user1001";1048290;4.0
"user1001";1048290;2.0
"user1001";1048290;1.0
"user1001";806322;2.0
"user1001";806322;3.0
"user1002";130436;5.0
"user1002";130436;3.0
"user1002";130436;2.0
"user1002";309307;3.0
"user1002";130763;5.0
"user1002";130763;3.0
"user1002";130763;1.0
"user1002";130763;3.5
"user1002";130763;4.0
"user1002";986011;1.0
"user1002";986011;2.0
"user1002";1837041;2.0
"user1002";1837041;4.5
"user1002";1837041;2.0
"user1002";1837041;1.0
"user1002";130978;1.0
"user1002";2520471;2.0
"user1002";2520471;5.0
"user1002";130155;3.5
"user1002";2452996;4.0
"user1002";2452996;4.5
"user1002";2452996;4.0
"user1002";131008;4.0
"user1002";131008;1.0
"user1002";1835256;5.0
"user1002";1835256;1.0
"user1002";1835256;5.0
"user1002";1835256;3.0
"user1002";1835256;2.0
"user1002";513291;4.0
"user1002";513291;2.0
"user1002";513291;4.0
"user1002";513291;3.0
"user1002";513291;2.0
"user1002";2521014;1.0
"user1002";2521014;2.0
"user1002";264375;5.0
"user1002";264375;4.5
"user1002";264375;3.5
"user1002";264375;4.0
"user1002";2520839;1.0
"user1002";2520839;1.5
"user1002";131314;3.0
"user1002";131314;3.0
"user1002";131314;4.0
"user1002";2041496;3.0
"user1002";2041496;5.0
"user1002";2041496;3.0
"user1002";2520866;5.0
"user1002";2520866;2.0
"user1002";2520866;5.0
"user1002";2520866;3.0
"user1002";129768;1.0
"user1002";129768;2.0
"user1002";129768;2.0
"user1002";129768;1.5
"user1002";130699;4.0
"user1002";130699;1.0
"user1002";2520657;4.0
"user1002";2520657;3.0
"user1002";2520657;3.0
"user1002";2520657;2.0
"user1002";2520657;2.0
"user1003";131122;5.0
"user1003";761264;3.0
"user1003";1710166;1.0
"user1003";2391348;3.0
"user1003";2391348;4.0
"user1003";2391348;2.0
"user1003";2520659;2.0
"user1003";2520659;5.0
"user1003";132492;4.0
"user1003";2452135;2.0
"user1003";2452135;4.0
"user1003";2452135;1.0
"user1003";132515;3.0
"user1003";132515;4.0
"user1003";132515;5.0
"user1003";130568;5.0
"user1003";130568;4.0
"user1003";130568;1.5
"user1003";130568;4.0
"user1003";130568;1.5
"user1003";131740;3.0
"user1003";131740;5.0
"user1003";131740;2.0
"user1003";131740;1.0
"user1003";348804;3.5
"user1003";348804;4.0
"user1003";348804;3.0
"user1003";348804;5.0
"user1003";509257;5.0
"user1003";509257;4.0
"user1003";509257;2.0
"user1003";130243;4.5
"user1003";130243;3.0
"user1003";129418;4.0
"user1003";129418;5.0
"user1003";129418;4.0
"user1003";129418;1.0
"user1003";129418;2.0
"user1003";2520926;5.0
"user1003";2520926;2.0
"user1003";2520926;1.0
"user1003";1013584;3.0
"user1003";1013584;3.0
"user1003";1013584;5.0
"user1003";2491159;3.0
"user1003";2491159;4.0
"user1003";2041496;3.0
"user1003";2041496;1.0
"user1003";2041496;5.0
"user1003";2041496;2.0
"user1003";2507433;4.0
"user1003";2507433;3.0
"user1003";2507433;5.0
"user1003";2507433;4.0
"user1003";2507433;4.0
"user1003";2520901;1.0
"user1003";2520901;4.0
"user1003";2520901;3.0
"user1003";2520901;3.0
"user1003";2520901;2.0
"user1003";987809;4.0
"user1003";987809;5.0
"user1003";987809;2.0
"user1003";2521075;3.0
"user1004";1138199;1.5
"user1004";1138199;2.0
"user1004";1138199;3.0
"user1004";1138199;1.0
"user1004";1138199;5.0
"user1004";1965640;2.0
"user1004";1965640;4.0
"user1004";1059198;5.0
"user1004";1059198;4.0
"user1004";1059198;3.0
"user1004";127378;1.0
"user1004";127378;2.0
"user1004";773429;3.0
"user1004";773429;3.0
"user1004";773429;2.0
"user1004";773429;3.0
"user1004";645791;3.0
"user1004";645791;1.0
"user1004";130251;3.0
"user1004";745781;5.0
"user1004";745781;5.0
"user1004";745781;3.0
"user1004";745781;5.0
"user1004";126511;2.0
"user1004";126511;3.0
"user1004";126511;2.0
"user1004";1036894;2.0
"user1004";250352;2.0
"user1004";250352;2.5
"user1004";2520803;1.0
"user1004";2520803;1.0
"user1004";1835201;1.0
"user1004";1835201;5.0
"user1004";1835201;4.0
"user1004";596511;1.0
"user1004";596511;5.0
"user1004";130263;4.5
"user1004";130263;1.0
"user1004";130263;3.0
"user1004";1116975;2.0
"user1004";1116975;5.0
"user1004";250325;2.0
"user1004";250325;5.0
"user1004";250325;4.0
"user1004";250325;5.0
"user1004";1867711;1.0
"user1004";1867711;4.0
"user1004";1867711;5.0
"user1004";1867711;4.0
"user1004";1867711;2.0
"user1004";130372;3.0
"user1004";130372;5.0
"user1004";130372;5.0
"user1004";2029564;1.0
"user1004";2520987;2.5
"user1004";2520987;2.0
"user1004";2520987;3.0
"user1004";2520987;1.0
"user1004";130275;3.5
"user1004";130275;1.0
"user1004";130275;3.0
"user1004";130275;2.0
"user1004";130275;5.0
"user1005";331506;5.0
"user1005";331506;5.0
"user1005";130931;2.0
"user1005";130931;3.0
"user1005";130931;4.0
"user1005";2518733;5.0
"user1005";2518733;1.0
"user1005";2518733;2.5
"user1005";2385692;1.0
"user1005";2385692;2.0
"user1005";2520887;1.0
"user1005";252533;1.0
"user1005";1254523;3.0
"user1005";1254523;3.0
"user1005";1254523;4.0
"user1005";781031;4.0
"user1005";507531;1.0
"user1005";507531;5.0
"user1005";126520;2.0
"user1005";126520;4.0
"user1005";126520;3.0
"user1005";126520;1.0
"user1005";1304737;5.0
"user1005";1304737;2.0
"user1005";2520738;2.0
"user1005";970052;2.5
"user1005";970052;2.0
"user1005";970052;5.0
"user1005";970052;5.0
"user1005";2520840;4.0
"user1005";561681;2.0
"user1005";561681;3.0
"user1005";561681;3.5
"user1005";126487;2.5
"user1005";126487;4.0
"user1005";1718910;4.0
"user1005";2455200;1.0
"user1005";2520745;4.0
"user1005";2520745;2.0
"user1005";2520745;5.0
"user1005";2039498;5.0
"user1005";2039498;1.0
"user1005";2039498;1.0
"user1005";252533;1.0
"user1005";1367251;4.0
"user1005";1367251;3.5
"user1005";1367251;1.0
"user1005";1367251;2.0
"user1005";2520932;5.0
"user1005";2520932;4.0
"user1005";2520932;1.0
"user1005";1019041;3.0
"user1005";1019041;1.5
"user1005";1019041;4.0
"user1005";1019041;4.0
"user1005";130189;3.0
"user1005";130189;2.0
"user1005";130189;2.0
"user1005";130189;5.0
"user1005";130189;1.0
"user1005";1199535;5.0
"user1005";1199535;5.0
"user1005";1199535;5.0
"user1005";1199535;3.5
"user1006";129900;4.5
"user1006";129900;1.0
"user1006";129900;5.0
"user1006";129900;1.0
"user1006";129900;1.0
"user1006";126523;5.0
"user1006";126523;3.0
"user1006";126523;3.0
"user1006";2456051;2.0
"user1006";2456051;2.0
"user1006";2456051;5.0
"user1006";736766;3.0
"user1006";2433579;5.0
"user1006";2433579;4.5
"user1006";250330;1.0
"user1006";250330;1.0
"user1006";250330;2.0
"user1006";250330;3.0
"user1006";250330;3.0
"user1006";2390984;3.0
"user1006";2390984;2.0
"user1006";2390984;3.0
"user1006";2390984;2.0
"user1006";1354065;5.0
"user1006";1354065;2.5
"user1006";1354065;4.0
"user1006";1354065;1.0
"user1006";1014424;3.0
"user1006";987808;4.0
"user1006";987808;1.0
"user1006";130889;1.0
"user1006";130889;1.5
"user1006";2520979;5.0
"user1006";130348;4.0
"user1006";130348;1.0
"user1006";130348;3.0
"user1006";2373364;5.0
"user1006";2373364;3.0
"user1006";2373364;2.0
"user1006";2453253;4.0
"user1006";2453253;4.0
"user1006";2453253;5.0
"user1006";132651;4.5
"user1006";132651;5.0
"user1006";132651;5.0
"user1006";132651;3.0
"user1006";2401757;2.0
"user1006";2401757;2.5
"user1006";2401757;4.0
"user1006";1420637;1.5
"user1006";2520937;1.0
"user1006";2520937;5.0
"user1006";128776;4.0
"user1006";128776;1.0
"user1006";131313;1.0
"user1006";1021180;1.0
"user1006";1021180;3.0
"user1006";1021180;4.0
"user1006";1021180;5.0
"user1006";1021180;2.0
"user1006";1852075;1.0
"user1006";1852075;5.0
"user1006";2395433;4.0
"user1006";2395433;2.0
"user1006";2395433;5.0
"user1006";2395433;3.0
"user1006";1906334;1.0
"user1006";1906334;3.5
"user1006";252533;2.0
"user1006";2520980;4.5
"user1006";2520980;3.0
"user1006";2520980;1.0
"user1006";2520864;4.0
"user1006";758299;3.0
"user1006";758299;4.0
"user1006";758299;3.0
"user1007";130378;4.0
"user1007";130378;1.0
"user1007";130378;1.0
"user1007";131330;1.5
"user1007";131330;4.0
"user1007";131330;4.0
"user1007";131330;3.0
"user1007";1253290;1.0
"user1007";2520839;1.0
"user1007";2520839;1.5
"user1007";2520839;2.0
"user1007";2520839;3.0
"user1007";2520839;1.0
"user1007";1957671;5.0
"user1007";1957671;1.0
"user1007";1957671;2.0
"user1007";1957671;3.0
"user1007";1957671;4.0
"user1007";1986205;4.0
"user1007";1986205;2.0
"user1007";2520745;4.0
"user1007";2520745;2.5
"user1007";2520745;3.0
"user1007";273765;5.0
"user1007";273765;4.0
"user1007";273765;1.0
"user1007";273765;2.0
"user1007";2520926;5.0
"user1007";2520926;1.0
"user1007";2520926;2.0
"user1007";2520926;2.0
"user1007";2520926;1.5
"user1007";1059638;3.0
"user1007";1059638;2.0
"user1007";1059638;4.0
"user1007";1059638;2.0
"user1007";1059638;3.0
"user1007";679686;3.0
"user1007";2433555;4.0
"user1007";2433555;2.0
"user1007";2433555;2.0
"user1007";2433555;2.0
"user1007";127425;4.0
"user1007";127425;4.0
"user1007";127425;2.0
"user1007";130303;2.0
"user1007";130303;3.0
"user1007";130303;1.0
"user1007";130303;1.0
"user1007";130303;2.0
"user1007";769092;5.0
"user1007";769092;3.0
"user1007";1817686;5.0
"user1007";1817686;3.0
"user1007";1817686;5.0
"user1007";1817686;3.0
"user1007";1817686;2.0
"user1007";2521045;4.0
"user1007";2521045;3.0
"user1007";1197219;1.0
"user1007";1197219;3.0
"user1007";1197219;2.0
"user1007";1197219;4.0
"user1007";1197219;3.0
"user1007";130233;3.0
"user1007";130233;2.0
"user1007";130233;2.0
"user1007";1013584;1.0
"user1007";1013584;1.0
"user1007";1013584;5.0
"user1007";132673;3.0
"user1007";132673;2.0
"user1007";1021328;5.0
"user1007";132220;3.0
"user1007";132220;3.0
"user1007";617712;3.0
"user1007";617712;3.0
"user1007";617712;1.0
"user1007";1829610;3.0
"user1007";2369638;4.0
"user1007";2369638;3.0
"user1007";2369638;1.0
"user1007";2369638;2.0
"user1007";2369638;5.0
"user1008";1030777;5.0
"user1008";126518;3.0
"user1008";126518;4.0
"user1008";126518;4.0
"user1008";130403;5.0
"user1008";130403;2.0
"user1008";130403;2.0
"user1008";2520853;4.5
"user1008";1535690;5.0
"user1008";1535690;2.5
"user1008";1535690;1.0
"user1008";1535690;2.5
"user1008";126536;4.0
"user1008";126536;4.0
"user1008";126536;2.0
"user1008";756580;5.0
"user1008";756580;5.0
"user1008";756580;5.0
"user1008";756580;5.0
"user1008";756580;2.0
"user1008";129804;2.0
"user1008";129804;5.0
"user1008";2520808;3.0
"user1008";2520808;1.0
"user1008";2520808;3.0
"user1008";2520808;4.0
"user1008";2520808;4.0
"user1008";273756;5.0
"user1008";273756;2.0
"user1008";273756;5.0
"user1008";273756;3.5
"user1008";2524339;3.0
"user1008";2524339;5.0
"user1008";2524339;3.0
"user1008";2524339;1.0
"user1008";2433721;1.0
"user1008";2433721;1.0
"user1008";2433721;2.0
"user1008";2433721;2.5
"user1008";2520912;1.0
"user1008";2520912;1.0
"user1008";2520912;4.0
"user1008";2520901;3.0
"user1008";2520901;1.0
"user1008";1098922;5.0
"user1008";1098922;5.0
"user1008";1098922;4.5
"user1008";128622;4.0
"user1008";128622;5.0
"user1008";128622;1.0
"user1008";128622;1.0
"user1008";987746;4.0
"user1008";987746;5.0
"user1008";987746;5.0
"user1008";130637;5.0
"user1008";2520979;1.0
"user1008";2520979;2.0
"user1008";2520979;3.0
"user1008";2520979;2.0
"user1008";2504209;5.0
"user1008";2504209;3.0
"user1008";2504209;1.0
"user1008";130226;5.0
"user1008";130226;2.0
"user1008";130226;3.0
"user1008";130226;1.0
"user1008";129902;5.0
"user1008";129902;2.0
"user1008";945987;2.0
"user1008";130623;3.0
"user1008";130623;4.5
"user1008";130623;2.0
"user1008";130623;2.0
"user1008";130623;1.0
"user1008";2520960;1.0
"user1009";1605990;4.0
"user1009";1605990;2.0
"user1009";1605990;1.0
"user1009";1605990;4.0
"user1009";1605990;4.0
"user1009";132216;2.0
"user1009";132216;4.0
"user1009";2472687;4.0
"user1009";2472687;2.0
"user1009";2472687;4.0
"user1009";2472687;5.0
"user1009";2472687;4.0
"user1009";1851837;4.0
"user1009";130353;5.0
"user1009";130353;5.0
"user1009";127525;2.0
"user1009";127525;4.0
"user1009";127525;5.0
"user1009";127525;3.0
"user1009";127525;1.0
"user1009";2521023;3.0
"user1009";2521023;3.0
"user1009";2521023;4.0
"user1009";1812721;2.0
"user1009";1812721;3.0
"user1009";1812721;1.0
"user1009";1812721;1.0
"user1009";1812721;5.0
"user1009";1187220;5.0
"user1009";1187220;1.0
"user1009";2435943;3.0
"user1009";2435943;2.0
"user1009";2435943;3.0
"user1009";2435943;3.0
"user1009";129792;2.0
"user1009";129792;1.5
"user1009";129792;2.0
"user1009";129792;4.0
"user1009";129792;2.0
"user1009";2521020;2.0
"user1009";2520803;5.0
"user1009";2520803;1.0
"user1009";2520803;1.0
"user1009";2520803;4.0
"user1009";985227;2.0
"user1009";985227;2.0
"user1009";985227;2.0
"user1009";561610;3.0
"user1009";561610;1.0
"user1009";561610;1.0
"user1009";561610;4.0
"user1009";1304322;3.0
"user1009";1304322;4.0
"user1009";1304322;4.0
"user1009";1304322;4.0
"user1009";1304425;4.0
"user1009";2520920;3.5
"user1009";2520920;4.0
"user1009";2520920;3.5
"user1009";1310950;1.0
"user1009";1310950;3.0
"user1009";1310950;1.0
"user1009";1310950;3.0
"user1009";1310950;2.0
"user1009";2520965;5.0
"user1009";2520965;5.0
"user1009";2520965;2.0
"user1009";2032308;5.0
"user1009";2032308;3.0
"user1009";2032308;2.0
"user1010";130259;3.0
"user1010";130259;3.0
"user1010";130259;1.0
"user1010";130209;1.0
"user1010";130209;2.0
"user1010";132220;3.0
"user1010";130431;5.0
"user1010";130431;4.0
"user1010";130431;4.5
"user1010";130431;4.5
"user1010";130431;3.0
"user1010";130353;2.5
"user1010";131453;4.0
"user1010";2520661;3.5
"user1010";2520661;3.0
"user1010";2520661;1.0
"user1010";2520661;2.0
"user1010";1112029;5.0
"user1010";1112029;3.5
"user1010";1112029;1.0
"user1010";1112029;2.0
"user1010";1112029;3.0
"user1010";2520960;2.0
"user1010";2500145;1.0
"user1010";2500145;3.0
"user1010";2521021;1.0
"user1010";2521021;4.0
"user1010";2521021;4.0
"user1010";2521021;4.0
"user1010";131297;4.0
"user1010";1977705;2.0
"user1010";1977705;2.0
"user1010";2502514;2.0
"user1010";2385692;1.0
"user1010";2385692;1.0
"user1010";2385692;2.0
"user1010";2385692;3.0
"user1010";756580;2.0
"user1010";2520874;1.0
"user1010";2520874;2.0
"user1010";2520874;5.0
"user1010";129900;1.0
"user1010";129900;5.0
"user1010";129900;5.0
"user1010";1196890;3.0
"user1010";1196890;4.0
"user1010";1196890;2.0
"user1010";1196890;3.0
"user1010";1196890;2.0
"user1010";2382984;5.0
"user1010";2382984;3.5
"user1010";2382984;1.0
"user1010";2382984;3.0
"user1010";1013999;3.0
"user1010";1013999;1.5
"user1010";1605977;2.0
"user1010";1605977;4.0
"user1010";704507;2.0
"user1010";704507;4.5
"user1010";704507;1.0
"user1010";704507;1.0
"user1011";130275;4.0
"user1011";130275;2.0
"user1011";130275;2.0
"user1011";985142;4.5
"user1011";985142;4.0
"user1011";985142;2.0
"user1011";985142;1.0
"user1011";2521026;4.0
"user1011";130839;4.0
"user1011";130839;4.0
"user1011";130839;2.0
"user1011";130839;5.0
"user1011";130839;5.0
"user1011";1196897;5.0
"user1011";1196897;2.0
"user1011";1196897;2.0
"user1011";132183;5.0
"user1011";132183;1.0
"user1011";2373326;1.0
"user1011";2373326;5.0
"user1011";2373326;2.0
"user1011";2520678;1.0
"user1011";2520704;1.0
"user1011";2520704;5.0
"user1011";2490376;4.0
"user1011";2490376;3.5
"user1011";1304299;3.0
"user1011";132213;3.0
"user1011";132213;5.0
"user1011";132248;4.0
"user1011";132248;4.0
"user1011";132248;3.0
"user1011";132248;2.0
"user1011";132248;5.0
"user1011";607348;3.0
"user1011";607348;2.0
"user1011";2520906;1.0
"user1011";2520906;1.5
"user1011";1138199;3.0
"user1011";1138199;5.0
"user1011";1138199;4.0
"user1011";1138199;4.0
"user1011";736807;1.0
"user1011";736807;4.0
"user1011";2520471;2.0
"user1011";2520471;4.0
"user1011";2520471;3.0
"user1011";2520471;4.0
"user1011";2520471;5.0
"user1011";132420;4.5
"user1011";132198;3.0
"user1011";132198;3.5
"user1011";132198;3.0
"user1011";1878255;4.0
"user1011";1878255;1.0
"user1011";1878255;2.0
"user1011";1878255;1.0
"user1011";1878255;4.5
"user1011";719514;3.0
"user1011";719514;3.0
"user1011";719514;1.0
"user1011";719514;1.0
"user1012";132580;2.0
"user1012";132580;2.0
"user1012";2453138;2.0
"user1012";2453138;3.5
"user1012";2453138;2.0
"user1012";2453138;5.0
"user1012";2453138;5.0
"user1012";761181;4.0
"user1012";761181;5.0
"user1012";761181;5.0
"user1012";761181;4.0
"user1012";761181;3.0
"user1012";1634590;1.0
"user1012";1634590;4.0
"user1012";1634590;5.0
"user1012";1634590;1.5
"user1012";1105923;3.0
"user1012";1105923;5.0
"user1012";1105923;1.0
"user1012";2520956;5.0
"user1012";2520956;1.5
"user1012";250338;5.0
"user1012";250338;1.0
"user1012";129907;4.0
"user1012";129907;2.0
"user1012";129818;1.0
"user1012";129818;3.0
"user1012";129818;3.0
"user1012";129818;5.0
"user1012";2454017;5.0
"user1012";2454017;1.0
"user1012";2454017;3.0
"user1012";2454017;1.0
"user1012";250323;2.0
"user1012";250323;2.0
"user1012";250323;2.0
"user1012";2027281;5.0
"user1012";2027281;3.0
"user1012";780487;1.0
"user1012";780487;3.0
"user1012";780487;3.0
"user1012";2454017;1.0
"user1012";2454017;2.0
"user1012";2454017;5.0
"user1012";2454017;4.0
"user1012";2454017;4.0
"user1012";2521055;1.0
"user1012";2521055;2.0
"user1012";2520783;4.5
"user1012";2520783;4.0
"user1012";132200;1.0
"user1012";985355;4.0
"user1012";985355;2.0
"user1012";985355;5.0
"user1012";985355;4.0
"user1012";2521067;5.0
"user1012";2521067;4.0
"user1012";2521067;4.0
"user1012";406547;1.0
"user1012";406547;2.0
"user1012";2520464;2.0
"user1012";1180762;1.0
"user1012";2520465;5.0
"user1012";2520465;4.0
"user1012";2520465;4.0
"user1012";2520465;1.0
"user1012";2452680;5.0
"user1012";2452680;3.5
"user1012";2452680;1.0
"user1012";131956;2.0
"user1012";2510101;1.0
"user1012";2510101;3.0
"user1012";1304353;1.0
"user1012";1304353;4.0
"user1012";1304353;4.5
"user1012";1304353;4.0
"user1012";2520951;3.0
"user1012";2520951;4.5
"user1012";2520951;3.0
"user1012";985267;3.0
"user1013";736766;3.5
"user1013";736766;4.0
"user1013";736766;3.0
"user1013";736766;3.0
"user1013";736766;5.0
"user1013";250470;5.0
"user1013";250470;4.0
"user1013";127216;4.0
"user1013";127216;5.0
"user1013";127216;1.0
"user1013";127216;3.0
"user1013";1304282;1.0
"user1013";1304282;4.0
"user1013";1304282;3.0
"user1013";1849416;5.0
"user1013";1849416;5.0
"user1013";1849416;3.5
"user1013";1849416;4.0
"user1013";1849416;3.0
"user1013";1188653;4.0
"user1013";1188653;2.0
"user1013";1188653;3.5
"user1013";1188653;2.0
"user1013";130286;2.0
"user1013";127557;4.5
"user1013";127557;3.0
"user1013";127557;5.0
"user1013";127557;3.0
"user1013";127557;2.0
"user1013";2519621;1.0
"user1013";617712;2.0
"user1013";617712;1.0
"user1013";2511706;4.0
"user1013";2511706;4.0
"user1013";129552;2.0
"user1013";129552;5.0
"user1013";129552;5.0
"user1013";129552;2.5
"user1013";129552;1.0
"user1013";2373593;5.0
"user1013";2373593;3.0
"user1013";129903;4.0
"user1013";2519619;3.0
"user1013";2519619;1.0
"user1013";2525553;4.0
"user1013";129730;3.0
"user1013";129730;4.0
"user1013";129730;2.5
"user1013";250131;1.5
"user1013";250131;1.0
"user1013";736807;2.0
"user1013";736807;2.0
"user1013";736807;1.0
"user1013";736807;5.0
"user1013";2520783;4.0
"user1013";2520783;5.0
"user1013";2520783;3.0
"user1013";2520783;5.0
"user1013";2520783;4.0
"user1013";130613;5.0
"user1013";130613;2.0
"user1013";130613;2.0
"user1013";130613;2.5
"user1013";130613;2.0
"user1014";129418;4.5
"user1014";129418;1.5
"user1014";129418;3.5
"user1014";2505619;5.0
"user1014";2505619;1.0
"user1014";2505619;5.0
"user1014";2505619;4.0
"user1014";2505619;2.0
"user1014";2523398;4.0
"user1014";2523398;3.0
"user1014";2523398;1.0
"user1014";1250301;1.0
"user1014";1250301;3.0
"user1014";1250301;4.0
"user1014";1250301;3.0
"user1014";1250301;1.0
"user1014";2500608;1.0
"user1014";1395466;4.0
"user1014";131334;3.0
"user1014";131334;1.0
"user1014";131334;5.0
"user1014";131334;2.0
"user1014";131334;5.0
"user1014";2520922;5.0
"user1014";2520922;3.0
"user1014";2520922;4.0
"user1014";1827191;3.0
"user1014";130770;5.0
"user1014";130770;1.0
"user1014";1098922;1.0
"user1014";1098922;2.0
"user1014";1098922;5.0
"user1014";1098922;4.5
"user1014";126521;4.0
"user1014";130154;4.0
"user1014";130154;2.0
"user1014";2495561;5.0
"user1014";2495561;2.0
"user1014";2495561;5.0
"user1014";2495561;1.0
"user1014";2034310;3.0
"user1014";2520779;1.0
"user1014";2521033;5.0
"user1014";2521033;4.0
"user1014";2521033;4.5
"user1014";2521033;5.0
"user1014";2037438;2.0
"user1014";2037438;5.0
"user1014";2037438;3.0
"user1014";1388499;3.0
"user1014";1388499;5.0
"user1014";1388499;1.0
"user1014";1388499;2.0
"user1014";1388499;2.5
"user1014";748018;3.0
"user1014";748018;4.0
"user1014";1304838;3.0
"user1014";130931;3.0
"user1014";130931;2.5
"user1014";130931;4.0
"user1014";130931;4.0
"user1014";130931;3.0
"user1014";2496910;2.0
"user1014";2496910;2.0
"user1014";2496910;3.0
"user1014";2496910;5.0
"user1014";126504;5.0
"user1014";126504;5.0
"user1014";130929;4.0
"user1014";130929;5.0
"user1015";1988288;1.0
"user1015";1988288;2.0
"user1015";1988288;1.0
"user1015";1988288;3.0
"user1015";1988288;2.5
"user1015";663785;2.0
"user1015";663785;2.0
"user1015";663785;5.0
"user1015";663785;3.0
"user1015";2519619;1.0
"user1015";2520834;3.0
"user1015";2520834;4.0
"user1015";2520834;3.0
"user1015";2520834;2.0
"user1015";2520834;3.5
"user1015";2373206;5.0
"user1015";2373206;4.0
"user1015";2373206;1.0
"user1015";985158;1.0
"user1015";985158;4.0
"user1015";2520988;2.0
"user1015";2520988;2.5
"user1015";2520988;1.0
"user1015";2518701;4.0
"user1015";2518701;2.5
"user1015";2518701;2.0
"user1015";2518701;3.0
"user1015";2518701;4.0
"user1015";2502227;2.0
"user1015";2502227;3.0
"user1015";126523;1.0
"user1015";126523;3.0
"user1015";1253320;2.0
"user1015";1253320;3.5
"user1015";1253320;3.0
"user1015";1253320;2.0
"user1015";1253320;2.0
"user1015";2520744;1.0
"user1015";2520744;1.0
"user1015";126506;3.0
"user1015";126506;1.0
"user1015";126506;4.0
"user1015";126506;1.0
"user1015";126506;1.0
"user1015";1855335;1.0
"user1015";1855335;1.0
"user1015";1855335;4.0
"user1015";129907;4.0
"user1015";129907;5.0
"user1015";1978418;1.5
"user1015";1978418;3.0
"user1015";1978418;1.0
"user1015";1978418;2.0
"user1015";1978418;4.0
"user1015";129799;2.0
"user1015";129799;2.0
"user1015";129799;2.0
"user1015";129799;4.0
"user1015";129799;3.0
"user1015";2378911;5.0
"user1015";2378911;4.0
"user1015";2378911;3.0
"user1015";485684;3.0
"user1015";485684;2.5
"user1015";2519639;3.0
"user1015";2519639;2.0
